close,volume,trades,tbv,hour,SMA_10,SMA_20,o2l,h2l,o2h,h2c,l2c,max_price_diff,min_price_diff,price_std,rsi,macd,macdsignal,macdhist,vpt,price_diff,returns,next_high,next_low,pred,label
67210.0,21.129,0.012813522355507088,12.668,6.0,67209.74,67197.85,7.440099756861329e-05,9.820931679049849e-05,-2.380598125284461e-05,0.0,-9.819967266788687e-05,0.0005415860735009659,-0.0003139413777712985,14.616018717736752,54.58880884791147,7.796884790441254,8.826078210134005,-1.029193419692751,1648.9611063829789,1.6000000000058208,2.3806547991167548e-05,67278.1,67209.9,-1,1
67247.6,119.437,0.047635570536333896,75.996,6.0,67217.8,67211.02,0.0,0.0010147314606927527,-0.0010137028245448265,0.0004535477846050462,-0.0005606148026102709,0.0004535477846050462,-0.0008728936051251024,22.119674571717628,62.05848160623981,12.568334373892867,10.697206292013437,1.87112808187943,2507.30701144641,37.60000000000582,0.0005594405594406826,67277.1,67215.6,-1,0
67277.0,56.245,0.025602260335084764,28.248,6.0,67226.8,67221.22,1.4870441280567803e-06,0.0004401650618983677,-0.0004384850119877326,1.486392080529697e-06,-0.00043848566374837805,1.6350312885604623e-05,-0.0013095114229232374,34.83934561900185,66.80264024839936,18.863771457370603,14.78048887469202,4.083282582678583,2196.8763407550823,29.39999999999418,0.00043719032352074194,67277.1,67166.0,1,-1
67245.2,53.941,0.023569941508872806,21.211,6.0,67237.64,67225.31,0.0005368748233964826,0.0005368748233964826,0.0,0.00047438330170801457,-6.245798956650006e-05,0.0004892542516046205,-0.0008372344791895969,28.82929071555788,58.07545146046792,16.336205535772024,15.558347205232021,0.7778583305400026,2288.550439537329,-31.80000000000291,-0.00047267268160000597,67262.4,67154.1,-1,-1
67215.7,43.606,0.02770893228908496,13.198,6.0,67239.1,67225.17000000001,0.00044186171067428504,0.0005579062003464585,-0.00011597978383159901,0.0005564176226686701,-1.4877476540720025e-06,0.0009283545362170909,-0.00018299296146584432,27.111990025861378,51.18320768577279,9.497763182444032,12.528055193838027,-3.0302920113939944,1573.7163577817532,-29.5,-0.0004386930219554275,67262.4,67112.6,-1,-1
67254.6,44.279,0.02788242292059086,27.708,6.0,67248.01999999999,67228.88,0.0,0.0005817101982277251,-0.0005813720082015195,1.4868871420770091e-06,-0.0005798859854939664,0.0003494184784387233,-0.0006646385526047904,21.999136418595096,58.41420385498057,11.08602109986532,11.807038146851674,-0.7210170469863542,1588.061415111111,38.90000000000873,0.0005787338374816375,67262.4,67111.0,1,-1
67243.5,26.072,0.013978388024189551,15.43,6.0,67247.2,67232.5,0.00016655884955429912,0.0002810680586227132,-0.00011447703323097524,0.0002810680586227132,0.0,0.0004996765486626753,-0.00041490999130022743,22.09490898745248,55.79392982656398,9.59864535179804,10.702841749324858,-1.1041963975268168,1865.1649929078014,-11.10000000000582,-0.00016504447279452883,67243.6,67110.0,-1,-1
67166.0,73.682,0.03420243878259145,12.573,6.0,67225.0,67225.9,0.0011538576065270867,0.0011553464550517756,-1.4871303738450692e-06,0.0011553464550517756,0.0,0.0016541107107763686,0.0,36.03449740401306,41.390519283191665,-3.5368108351394767,3.5830154570926904,-7.119826292232167,2154.290823188406,-77.5,-0.0011525277536118539,67189.2,67110.0,1,-1
67163.6,70.047,0.03628432636066224,29.592,6.0,67208.68000000001,67223.16,0.00017720437024681956,0.0005226784366105797,-0.00034529358885049266,0.00038115884199174666,-0.00014144566402041203,0.0014710349058117966,-0.00014144566402041203,42.497494080908574,41.026096421698085,-10.850889310720959,-3.633936926814134,-7.216952383906825,1930.5029754098357,-2.3999999999941792,-3.573236458909168e-05,67163.6,67110.0,-1,0
67116.7,105.54,0.05534351145038168,31.101,6.0,67188.88,67213.98999999999,0.0007599169157506136,0.0007599169157506136,0.0,0.0006987828662614604,-6.108762796730449e-05,0.0021708457060611863,-6.108762796730449e-05,58.47005219044736,34.441796225281394,-21.288817611901322,-12.46137726935773,-8.827440342543593,1906.9986206896551,-46.90000000000873,-0.0006982949097429358,67158.6,67037.5,1,-1
67116.7,27.436,0.015614156835530881,11.4,6.0,67161.3,67204.66,8.34438467613996e-05,8.493391545338902e-05,-1.4899421454384054e-06,0.0,-8.492670229609534e-05,0.0021708457060611863,-8.492670229609534e-05,51.8713312259155,34.441796225281394,-25.692001678486122,-19.076689473921924,-6.615312204564198,1757.1233777777777,0.0,0.0,67158.6,66983.0,0,-1
67132.0,101.303,0.04191037969663924,64.881,6.0,67139.0,67193.1,9.834599910596431e-05,0.0005021606317985317,-0.0004036119546583228,0.00017428350116177604,-0.00032771256628727485,0.0016623964726212304,-0.00032771256628727485,24.381037778255774,38.42202813402494,-24.218465613084845,-21.647577543503385,-2.5708880695814607,2417.133911295092,15.30000000000291,0.00022796114826872937,67158.6,66950.0,-1,-1
67156.9,50.627,0.022504213343908,24.427,6.0,67137.18000000001,67181.09,0.0,0.0003962342846928202,-0.00039607734526936333,2.531385457049673e-05,-0.00037077351694303484,0.00048096323683788356,-0.0006983645760896273,22.094049043674623,44.513649470775654,-18.174205600851565,-19.910891572177476,1.7366859713259117,2249.6676167400883,24.89999999999418,0.0003709110409342298,67157.0,66950.0,-1,-1
67116.7,97.919,0.023619510260731634,27.893,6.0,67127.8,67168.24,0.0006004466846551981,0.0006004466846551981,0.0,0.0006004466846551981,0.0,0.0006987828662614604,-9.982612375158961e-05,17.564737491428428,37.804923162794985,-19.866778588067973,-19.888835080122725,0.022056492054751686,4145.682908709339,-40.19999999999709,-0.0005985982080768393,67116.8,66934.7,1,-1
